state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
california,14228,no,extended,bachelor,employed,m,31650,suburban,married,121,25,17,0.0,2,personal auto,personal l3,offer1,branch,580,suv,medsize,1
california,12840,no,extended,college,unemployed,f,0,suburban,single,90,1,94,0.0,2,personal auto,personal l2,offer1,call center,648,two-door car,large,2
arizona,2673,no,basic,master,employed,m,28728,suburban,married,67,8,10,0.0,1,personal auto,personal l3,offer4,branch,321,four-door car,small,2
oregon,5332,yes,basic,doctor,employed,f,68931,urban,married,66,32,30,0.0,7,corporate auto,corporate l2,offer2,branch,309,four-door car,medsize,2
arizona,10064,no,extended,high school or below,employed,f,20440,suburban,married,128,11,54,2.0,9,corporate auto,corporate l3,offer3,branch,614,sports car,medsize,2
washington,8972,no,basic,bachelor,employed,m,89689,rural,divorced,74,15,4,0.0,2,personal auto,personal l3,offer1,branch,136,four-door car,large,1
california,8197,no,basic,college,unemployed,f,0,suburban,married,110,27,87,0.0,3,personal auto,personal l3,offer2,agent,528,suv,medsize,1
oregon,3514,no,extended,bachelor,employed,f,73643,rural,single,89,2,2,0.0,1,corporate auto,corporate l3,offer2,agent,147,four-door car,medsize,2
california,4293,no,basic,college,unemployed,f,0,suburban,single,61,18,15,0.0,8,corporate auto,corporate l3,offer1,agent,292,two-door car,large,1
arizona,3567,yes,basic,bachelor,unemployed,m,0,suburban,married,102,28,11,0.0,1,corporate auto,corporate l2,offer2,agent,660,suv,medsize,1
arizona,2580,yes,basic,college,employed,m,46900,suburban,married,66,13,59,0.0,1,personal auto,personal l2,offer2,web,316,,,2
nevada,46805,no,extended,high school or below,employed,m,83006,urban,married,235,8,61,1.0,2,personal auto,personal l1,offer3,agent,1065,luxury suv,small,2
washington,2666,no,basic,bachelor,employed,f,79251,suburban,married,67,10,32,1.0,1,personal auto,personal l3,offer2,web,321,four-door car,medsize,2
california,13057,no,basic,college,unemployed,m,0,suburban,single,190,9,67,0.0,7,personal auto,personal l3,offer3,branch,1833,luxury suv,small,2
california,5823,no,basic,high school or below,employed,f,88359,rural,divorced,73,1,49,0.0,9,personal auto,personal l3,offer2,call center,35,two-door car,medsize,1
california,9536,no,extended,bachelor,employed,f,62421,suburban,divorced,80,22,50,2.0,2,corporate auto,corporate l3,offer1,call center,384,four-door car,medsize,1
nevada,8107,no,extended,college,unemployed,m,0,suburban,married,76,0,91,0.0,2,corporate auto,corporate l1,offer3,branch,364,two-door car,small,1
california,3484,no,extended,bachelor,employed,m,34307,rural,divorced,92,33,62,2.0,1,personal auto,personal l3,offer1,call center,186,four-door car,medsize,1
oregon,34039,no,basic,college,unemployed,m,0,suburban,divorced,104,26,66,0.0,2,personal auto,personal l3,offer2,agent,499,sports car,medsize,1
washington,7995,no,basic,high school or below,employed,f,66685,rural,married,67,35,50,2.0,2,personal auto,personal l2,offer2,call center,38,two-door car,large,1
arizona,11611,no,extended,bachelor,employed,m,28915,suburban,single,76,10,49,0.0,2,personal auto,personal l3,offer4,web,364,four-door car,medsize,2
nevada,4454,no,basic,college,unemployed,f,0,suburban,single,68,5,72,1.0,3,personal auto,personal l3,offer1,branch,326,four-door car,large,2
arizona,5395,no,basic,bachelor,unemployed,f,0,suburban,married,74,13,30,0.0,4,personal auto,personal l2,offer3,web,355,four-door car,medsize,2
arizona,8447,no,basic,bachelor,employed,f,61337,rural,married,105,35,46,0.0,9,personal auto,personal l2,offer1,call center,2,suv,medsize,2
arizona,2927,no,basic,bachelor,employed,f,75685,suburban,married,73,35,47,0.0,1,personal auto,personal l3,offer2,agent,369,four-door car,small,2
arizona,2960,no,extended,high school or below,unemployed,f,0,suburban,single,82,0,28,0.0,1,personal auto,personal l2,offer1,agent,590,four-door car,medsize,2
washington,6582,no,basic,high school or below,unemployed,f,0,suburban,single,62,3,44,0.0,2,special auto,special l3,offer1,agent,297,four-door car,medsize,2
washington,2693,no,basic,master,employed,f,63684,suburban,single,68,15,87,0.0,1,personal auto,personal l3,offer2,agent,343,two-door car,medsize,1
california,2844,no,basic,bachelor,employed,m,80306,suburban,divorced,71,11,12,0.0,1,corporate auto,corporate l1,offer3,call center,340,two-door car,medsize,2
california,6331,no,extended,bachelor,unemployed,f,0,rural,married,87,3,82,0.0,3,personal auto,personal l2,offer1,branch,94,,,2
arizona,5837,no,basic,doctor,employed,m,83308,suburban,married,73,15,81,0.0,7,personal auto,personal l2,offer3,agent,419,four-door car,medsize,1
,4727,no,basic,bachelor,unemployed,m,0,suburban,single,72,23,7,0.0,3,personal auto,personal l2,offer2,call center,345,four-door car,medsize,1
washington,4434,no,premium,high school or below,employed,m,34549,rural,married,111,8,78,0.0,1,personal auto,personal l2,offer2,web,125,four-door car,medsize,1
california,5568,yes,extended,high school or below,unemployed,m,0,suburban,single,79,21,53,1.0,7,corporate auto,corporate l3,offer1,agent,407,two-door car,medsize,1
washington,7031,no,extended,master,retired,m,16224,suburban,married,93,13,55,0.0,9,corporate auto,corporate l1,offer3,web,498,four-door car,medsize,1
california,2449,no,basic,high school or below,employed,m,47122,suburban,single,62,6,77,0.0,1,personal auto,personal l2,offer2,branch,297,two-door car,medsize,2
arizona,2504,no,basic,college,unemployed,m,0,suburban,single,69,23,15,0.0,1,personal auto,personal l2,offer2,branch,496,four-door car,medsize,1
california,9095,yes,basic,college,employed,m,37937,suburban,married,116,11,42,0.0,5,personal auto,personal l2,offer2,call center,556,suv,medsize,1
nevada,8071,no,basic,high school or below,unemployed,m,0,suburban,single,112,3,84,0.0,7,personal auto,personal l3,offer1,web,806,suv,small,2
oregon,15032,no,basic,college,medical leave,m,17150,suburban,married,65,28,19,0.0,2,personal auto,personal l2,offer1,agent,689,two-door car,medsize,1
arizona,8256,yes,basic,bachelor,employed,f,62902,rural,married,69,14,94,0.0,2,personal auto,personal l3,offer2,web,159,two-door car,medsize,1
oregon,11009,yes,premium,bachelor,employed,f,51643,suburban,single,283,16,43,0.0,1,special auto,special l3,offer2,agent,1358,luxury car,medsize,1
california,5318,yes,basic,bachelor,employed,f,25134,suburban,married,67,3,0,0.0,6,personal auto,personal l3,offer2,call center,321,four-door car,small,1
arizona,4733,no,basic,bachelor,unemployed,f,0,suburban,married,62,5,41,0.0,3,corporate auto,corporate l3,offer1,agent,740,four-door car,small,1
california,33473,yes,basic,bachelor,employed,f,33190,suburban,divorced,106,18,95,0.0,2,personal auto,personal l3,offer1,web,508,suv,medsize,1
oregon,4550,no,premium,high school or below,disabled,f,17913,suburban,married,116,0,39,0.0,1,personal auto,personal l3,offer3,web,556,four-door car,small,2
california,4772,yes,extended,high school or below,retired,m,20993,suburban,divorced,133,35,90,0.0,1,personal auto,personal l3,offer2,agent,638,suv,medsize,2
arizona,6285,no,extended,college,employed,m,52210,suburban,married,80,6,74,0.0,9,personal auto,personal l1,offer1,branch,384,four-door car,medsize,2
oregon,4434,no,basic,bachelor,employed,f,58082,rural,married,112,31,66,1.0,1,personal auto,personal l3,offer1,call center,103,suv,medsize,2
oregon,17254,no,basic,bachelor,unemployed,m,0,suburban,married,69,33,49,1.0,2,personal auto,personal l1,offer1,agent,331,four-door car,medsize,1
oregon,2915,no,basic,college,employed,m,86599,suburban,married,73,32,89,0.0,1,corporate auto,corporate l1,offer2,web,350,four-door car,medsize,1
oregon,15762,no,basic,bachelor,employed,f,44362,rural,married,66,15,75,0.0,2,corporate auto,corporate l3,offer2,call center,142,four-door car,small,2
oregon,4273,no,premium,bachelor,employed,f,82214,rural,married,106,11,19,1.0,1,personal auto,personal l1,offer3,branch,239,four-door car,medsize,1
nevada,2816,no,basic,high school or below,employed,f,41228,suburban,single,71,19,13,0.0,1,personal auto,personal l3,offer1,branch,340,four-door car,small,2
nevada,5548,yes,basic,bachelor,employed,m,67798,suburban,divorced,69,1,78,0.0,9,personal auto,personal l3,offer1,agent,331,four-door car,medsize,1
oregon,32654,no,premium,bachelor,unemployed,m,0,suburban,single,153,7,75,0.0,2,personal auto,personal l3,offer3,branch,1101,suv,medsize,2
,7687,no,basic,bachelor,unemployed,f,0,suburban,divorced,109,0,5,0.0,3,personal auto,personal l1,offer3,call center,523,suv,medsize,2
arizona,4151,no,basic,master,unemployed,f,0,urban,single,61,15,71,0.0,9,personal auto,personal l2,offer1,web,208,two-door car,medsize,2
california,2927,no,basic,bachelor,employed,m,51991,rural,married,73,4,95,0.0,1,personal auto,personal l3,offer2,web,124,four-door car,medsize,2
california,2943,no,extended,high school or below,unemployed,f,0,suburban,single,81,15,23,0.0,1,personal auto,personal l3,offer4,branch,388,two-door car,large,1
oregon,5320,no,basic,high school or below,employed,f,88669,urban,married,66,9,18,1.0,4,personal auto,personal l2,offer1,call center,213,four-door car,medsize,2
oregon,4858,no,basic,high school or below,unemployed,m,0,suburban,single,67,15,79,0.0,3,personal auto,personal l1,offer2,branch,482,four-door car,medsize,1
arizona,7590,no,basic,high school or below,disabled,m,10375,suburban,married,66,10,95,0.0,2,personal auto,personal l3,offer1,branch,316,two-door car,medsize,1
oregon,4605,yes,basic,college,medical leave,f,22571,suburban,single,63,29,51,0.0,9,corporate auto,corporate l3,offer2,web,302,four-door car,large,1
california,7555,no,premium,college,unemployed,m,0,suburban,single,114,15,50,0.0,3,personal auto,personal l3,offer1,branch,820,four-door car,medsize,2
oregon,9587,no,premium,bachelor,employed,m,84539,rural,married,119,10,71,0.0,4,personal auto,personal l3,offer1,call center,65,four-door car,medsize,1
oregon,2780,no,basic,high school or below,disabled,f,20261,suburban,divorced,72,4,55,0.0,1,personal auto,personal l2,offer4,web,345,,,1
oregon,4784,no,basic,bachelor,employed,f,25813,urban,divorced,61,15,97,0.0,8,personal auto,personal l1,offer3,agent,205,four-door car,medsize,1
oregon,4873,no,extended,high school or below,employed,m,47824,urban,married,129,8,56,3.0,1,personal auto,personal l2,offer4,agent,546,suv,medsize,2
oregon,4786,no,basic,bachelor,unemployed,f,0,suburban,single,68,4,67,0.0,9,corporate auto,corporate l1,offer1,agent,489,four-door car,small,1
california,15994,no,premium,bachelor,unemployed,m,0,suburban,single,159,19,75,0.0,2,personal auto,personal l3,offer1,web,1410,suv,medsize,2
washington,5395,no,basic,bachelor,employed,f,86640,rural,married,67,2,25,0.0,5,personal auto,personal l1,offer2,web,65,four-door car,medsize,2
oregon,2356,no,basic,bachelor,unemployed,m,0,suburban,married,63,22,94,0.0,1,personal auto,personal l3,offer1,agent,302,four-door car,medsize,2
washington,5133,no,basic,master,employed,m,53390,urban,married,64,13,41,0.0,5,personal auto,personal l2,offer3,branch,278,four-door car,medsize,2
oregon,4996,no,basic,college,employed,f,25915,suburban,single,64,13,62,0.0,7,corporate auto,corporate l3,offer1,agent,317,two-door car,medsize,2
,4455,no,extended,high school or below,unemployed,f,0,suburban,married,121,16,64,0.0,1,personal auto,personal l3,offer4,agent,699,suv,medsize,2
washington,3921,no,extended,college,employed,f,62445,suburban,married,98,19,12,1.0,1,personal auto,personal l2,offer2,call center,681,four-door car,small,1
arizona,20171,no,basic,doctor,employed,m,24804,suburban,married,73,19,98,0.0,2,personal auto,personal l2,offer3,call center,350,two-door car,small,2
oregon,5528,yes,basic,bachelor,employed,m,36088,suburban,single,72,16,31,0.0,9,corporate auto,corporate l3,offer1,agent,345,four-door car,medsize,1
california,4077,no,basic,bachelor,employed,f,53093,rural,divorced,103,3,62,0.0,1,corporate auto,corporate l2,offer2,call center,98,suv,medsize,1
arizona,4917,no,basic,high school or below,unemployed,m,0,suburban,single,71,27,81,0.0,5,personal auto,personal l3,offer1,web,511,two-door car,medsize,1
oregon,5686,no,basic,high school or below,employed,m,30242,rural,married,72,30,23,0.0,3,personal auto,personal l3,offer2,branch,48,four-door car,medsize,1
california,8025,no,extended,college,unemployed,f,0,rural,single,77,15,26,0.0,2,personal auto,personal l3,offer3,branch,25,two-door car,large,1
oregon,4165,no,premium,bachelor,employed,m,58299,suburban,married,105,15,22,0.0,1,personal auto,personal l3,offer1,branch,504,four-door car,medsize,1
oregon,19259,no,premium,master,employed,f,35973,suburban,married,159,5,97,0.0,2,personal auto,personal l2,offer1,call center,763,sports car,large,1
arizona,2486,no,basic,college,employed,m,36635,suburban,married,63,20,28,0.0,1,corporate auto,corporate l2,offer4,agent,302,four-door car,small,2
california,5948,no,premium,high school or below,employed,f,88122,suburban,married,148,15,10,0.0,1,corporate auto,corporate l2,offer2,call center,840,suv,medsize,2
oregon,10996,no,basic,high school or below,unemployed,f,0,suburban,single,104,29,73,0.0,2,personal auto,personal l2,offer3,branch,748,suv,medsize,1
nevada,4803,no,basic,high school or below,unemployed,m,0,suburban,single,69,31,25,0.0,7,corporate auto,corporate l2,offer1,call center,496,four-door car,small,2
california,7761,no,extended,college,employed,f,43137,suburban,married,96,8,41,0.0,8,personal auto,personal l3,offer2,call center,460,two-door car,large,2
california,4334,yes,extended,bachelor,retired,f,23904,suburban,single,123,1,67,3.0,1,corporate auto,corporate l1,offer1,agent,590,suv,medsize,2
california,7695,no,basic,bachelor,employed,m,50147,suburban,single,101,4,37,0.0,3,personal auto,personal l2,offer1,branch,484,suv,medsize,1
california,2397,yes,basic,high school or below,retired,f,22283,suburban,divorced,65,16,93,0.0,1,corporate auto,corporate l3,offer1,branch,572,four-door car,medsize,1
nevada,42561,no,basic,master,employed,m,66661,suburban,single,119,23,41,0.0,2,personal auto,personal l2,offer1,agent,571,suv,medsize,1
california,7153,no,extended,bachelor,employed,f,32238,suburban,divorced,91,15,80,0.0,4,personal auto,personal l3,offer3,branch,439,four-door car,medsize,2
california,6143,no,extended,high school or below,employed,f,45032,rural,married,77,13,35,0.0,3,personal auto,personal l2,offer2,agent,36,four-door car,medsize,1
arizona,26180,no,extended,high school or below,employed,f,68189,urban,married,82,10,17,1.0,2,special auto,special l2,offer2,branch,343,four-door car,medsize,1
arizona,18688,no,extended,high school or below,unemployed,f,0,suburban,single,76,2,66,0.0,2,personal auto,personal l2,offer1,agent,364,four-door car,small,1
oregon,7089,no,extended,high school or below,employed,m,52707,suburban,married,90,33,66,1.0,6,corporate auto,corporate l3,offer3,branch,432,four-door car,medsize,2
oregon,15000,no,extended,high school or below,employed,f,62473,suburban,divorced,76,6,70,1.0,2,personal auto,personal l3,offer1,branch,507,,,1
nevada,41787,yes,premium,high school or below,employed,f,46587,suburban,divorced,119,34,74,2.0,2,personal auto,personal l2,offer1,call center,571,four-door car,medsize,1
oregon,2470,no,basic,college,unemployed,m,0,suburban,single,74,15,20,0.0,1,personal auto,personal l1,offer4,web,721,two-door car,large,1
oregon,4786,no,basic,high school or below,employed,m,23402,suburban,married,61,29,38,0.0,7,personal auto,personal l1,offer4,call center,292,four-door car,medsize,2
oregon,7918,no,extended,college,employed,m,44698,suburban,married,211,0,88,4.0,1,personal auto,personal l2,offer1,call center,1012,luxury car,medsize,2
california,2858,no,basic,master,employed,f,27382,rural,married,71,33,35,0.0,1,personal auto,personal l2,offer2,web,134,four-door car,medsize,1
